NSN,First_Name,Surname,DOB,Gender,Ethnicity,Citizenship_Status,Residency_Status,Faculty_Home,Enrolment_Status,Year_of_Study,Disability_Flag,First_in_Family
1000005671,Tama,Costa,1985-02-07,Male,Other,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,Y,Y
1000005672,Ethan,Tūhoe,1968-11-28,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,4,N,N
1000005673,Max,Tuilagi,1999-07-07,Male,Māori,NZ Citizen,Domestic,Health Sciences,Withdrawn,3,N,N
1000005674,Ruby,Taylor,2004-12-19,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,1,N,N
1000005675,Fatima,Martin,1992-01-10,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,3,N,Y
1000005676,Whina,Wang,1976-07-18,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,Y
1000005677,James,Parata,1976-05-01,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Completed,3,N,N
1000005678,Finn,Patel,1970-04-09,Male,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005679,Caleb,Wilson,1981-01-04,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Withdrawn,2,N,N
1000005680,Aisha,Martin,1972-03-20,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005681,Sione,Ferreira,2007-06-09,Male,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,Y
1000005682,William,Stewart,1996-02-22,Male,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,2,N,N
1000005683,Ming,Zhang,1990-07-05,Male,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,Y
1000005684,Ruby,Martin,1988-08-28,Female,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,2,N,Y
1000005685,Moana,Martin,1982-12-22,Female,Asian,NZ Citizen,Domestic,Science & Technology,Withdrawn,2,N,N
1000005686,Hemi,Te Hau,1992-08-28,Male,MELAA,International,International,Health Sciences,Enrolled,2,N,Y
1000005687,Hemi,Fraser,1996-02-19,Male,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,3,N,Y
1000005688,Fatima,Stewart,1986-11-04,Female,Asian,International,International,Arts & Social Sciences,Completed,2,N,Y
1000005689,Noah,Harris,2004-08-02,Male,Māori,NZ Citizen,Domestic,Health Sciences,Withdrawn,3,N,N
1000005690,Noah,Te Hau,2006-07-12,Male,Pacific Peoples,NZ Citizen,Domestic,Education,Withdrawn,1,N,Y
1000005691,Teuila,Smith,1985-06-21,Female,Māori,NZ Citizen,Domestic,Business & Economics,Withdrawn,4,Y,N
1000005692,Sophie,Faleolo,2006-07-10,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,2,N,N
1000005693,Noah,Taylor,1993-04-29,Male,Other,International,International,Arts & Social Sciences,Withdrawn,1,N,Y
1000005694,Max,Tūhoe,1994-05-01,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000005695,Mere,Wang,1998-03-21,Female,Unknown/Not Stated,International,International,Science & Technology,Enrolled,3,N,Y
1000005696,Caleb,Stewart,2006-01-22,Male,Māori,NZ Citizen,Domestic,Education,Enrolled,3,N,N
1000005697,Chloe,Parata,2000-09-30,Female,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000005698,Mere,Park,1986-08-10,Female,MELAA,NZ Citizen,Domestic,Education,Enrolled,4,N,Y
1000005699,Aroha,Li,1970-10-19,Female,Asian,NZ Citizen,Domestic,Science & Technology,Completed,1,N,N
1000005700,Henry,Ferreira,2006-12-17,Male,NZ European,NZ Citizen,Domestic,Education,Withdrawn,2,N,N
1000005701,Mason,Kim,1995-01-29,Male,Asian,International,International,Education,Enrolled,4,N,Y
1000005702,Leo,Kumar,2006-07-14,Male,Pacific Peoples,NZ Permanent Resident,Domestic,Science & Technology,Withdrawn,1,N,N
1000005703,Olivia,Campbell,1972-12-12,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000005704,Mei,Wilson,1989-07-11,Female,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,4,N,N
1000005705,Hemi,Zhang,1988-01-30,Male,Māori,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000005706,Wei,Kumar,1997-12-16,Female,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,2,N,N
1000005707,Oscar,Seu,1973-03-07,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000005708,Mia,Stewart,1969-12-04,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Completed,2,N,Y
1000005709,Grace,Chen,1978-08-29,Female,Asian,NZ Citizen,Domestic,Health Sciences,Withdrawn,1,N,Y
1000005710,Grace,Tūhoe,1986-04-11,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000005711,Wei,Tūhoe,1985-07-26,Female,Other,International,International,Arts & Social Sciences,Enrolled,3,N,N
1000005712,Amelia,Seu,1974-01-01,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000005713,Lucas,McCarthy,1986-06-15,Male,Asian,International,International,Education,Enrolled,1,N,Y
1000005714,Wei,Seu,2003-12-27,Male,Māori,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000005715,Ethan,Fraser,2006-03-14,Male,Asian,International,International,Business & Economics,Enrolled,4,N,Y
1000005716,Sione,Wilson,1999-03-12,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,2,N,N
1000005717,Ava,Ioane,1993-08-27,Female,,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000005718,Mei,Liu,1976-02-20,Female,Pacific Peoples,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000005719,Aroha,Costa,2007-02-26,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000005720,Moana,Singh,2004-11-20,Female,MELAA,International,International,Business & Economics,Enrolled,4,N,N
1000005721,Logan,McCarthy,1995-02-16,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005722,Raj,Tuilagi,1998-10-12,Male,Asian,International,International,Science & Technology,Withdrawn,3,N,N
1000005723,James,Zhang,2006-06-24,Male,Other,NZ Permanent Resident,Domestic,Business & Economics,Completed,2,N,N
1000005724,Sione,Māhaki,1999-06-23,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Completed,1,N,N
1000005725,Drew,Ioane,1996-04-23,Non-binary / Gender Diverse,Asian,International,International,Business & Economics,Enrolled,3,N,N
1000005726,Lucy,Thomas,1982-06-10,Female,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000005727,Mere,Nguyen,2010-08-15,Female,Asian,International,International,Arts & Social Sciences,Completed,3,N,Y
1000005728,Charlotte,Ferreira,1972-01-31,Female,MELAA,NZ Citizen,Domestic,Health Sciences,Withdrawn,3,N,Y
1000005729,Sam,Wang,1991-03-24,Male,Asian,International,International,Education,Completed,1,N,N
1000005730,Ava,Fono,2003-11-03,Female,Asian,International,International,Science & Technology,Enrolled,2,N,N
1000005731,Ming,Sato,1988-07-03,Male,MELAA,International,International,Business & Economics,Enrolled,1,N,Y
1000005732,Tama,Nguyen,1998-09-21,Male,Unknown/Not Stated,International,International,Business & Economics,Enrolled,2,N,N
1000005733,Oscar,Wilson,1972-11-20,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Completed,2,N,Y
1000005734,Sophie,Sullivan,2005-04-10,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Completed,3,N,N
1000005735,Chloe,Kumar,1987-10-23,Female,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000005736,Ruby,Williams,2002-09-07,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,4,N,N
1000005737,Ngaio,Wilson,1969-02-18,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,Y
1000005738,Emma,Wilson,1972-08-20,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,4,N,N
1000005739,Mia,Kumar,2000-11-29,Female,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000005740,Charlotte,Williams,1982-01-08,Female,Other,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000005741,Leo,Harris,2001-07-09,Male,Unknown/Not Stated,NZ Citizen,Domestic,Health Sciences,Enrolled,1,N,N
1000005742,Sam,Sato,1975-07-21,Male,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000005743,Ethan,Sullivan,1975-01-30,Male,Māori,NZ Citizen,Domestic,Health Sciences,Completed,2,N,Y
1000005744,Moana,Sato,1980-06-13,Female,Other,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,N
1000005745,Hine,Li,2003-01-19,Female,MELAA,International,International,Science & Technology,Enrolled,2,Y,Y
1000005746,Tama,Fitzgerald,1975-10-14,Male,Asian,NZ Citizen,Domestic,Education,Enrolled,3,N,N
1000005747,Fatima,Patel,2006-06-19,Female,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000005748,Jordan,Fitzgerald,1992-02-27,Non-binary / Gender Diverse,Asian,International,International,Education,Enrolled,2,N,N
1000005749,Olivia,Smith,2003-12-18,Female,Asian,International,International,Education,Enrolled,2,N,N
1000005750,Mia,Campbell,2006-03-30,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000005751,Lucy,Wang,1983-07-11,Female,Other,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,N
1000005752,Sione,Chen,1981-09-07,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000005753,Sina,Park,1995-05-14,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005754,Miguel,Singh,1971-05-30,Male,Other,NZ Citizen,Domestic,Science & Technology,Enrolled,3,N,N
1000005755,Lin,Brown,1983-03-11,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000005756,Hine,Taylor,1995-10-19,Female,Other,International,International,Arts & Social Sciences,Enrolled,2,N,Y
1000005757,Carlos,Thompson,1972-10-19,Male,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000005758,Hine,Harris,1986-09-13,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,4,N,N
1000005759,Lucy,Kim,2000-06-25,Female,NZ European,NZ Citizen,Domestic,Education,Completed,3,N,N
1000005760,Tupou,Taylor,1981-08-25,Male,Unknown/Not Stated,NZ Citizen,Domestic,Education,Enrolled,4,N,N
1000005761,Mei,Chen,2003-01-26,Female,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000005762,Tama,Murphy,1996-12-06,Male,Asian,International,International,Science & Technology,Enrolled,1,N,N
1000005763,Reece,Taylor,1999-07-04,Non-binary / Gender Diverse,Asian,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000005764,Sione,Parata,1983-05-17,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000005765,Caleb,Seu,2004-11-17,Male,Other,NZ Citizen,Domestic,Health Sciences,Enrolled,2,N,N
1000005766,Olivia,Ngāta,1986-08-22,Female,Asian,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000005767,Noah,Anderson,1986-01-11,Male,MELAA,International,International,Education,Completed,4,N,N
1000005768,Lin,Smith,1986-10-07,Female,Asian,International,International,Business & Economics,Completed,2,N,N
1000005769,Leo,Brown,2005-09-29,Male,Pacific Peoples,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,N
1000005770,Finn,Taylor,1991-02-03,Male,Asian,International,International,Arts & Social Sciences,Withdrawn,4,N,N
1000005771,Noah,Sullivan,1968-08-18,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000005772,Jack,Stewart,1971-11-20,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Completed,1,N,N
1000005773,Moana,Fraser,1992-11-24,Female,Asian,International,International,Science & Technology,Enrolled,1,N,Y
1000005774,Fatima,Wilson,1971-08-28,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005775,Taylor,Thomas,2001-11-12,Non-binary / Gender Diverse,Asian,International,International,Arts & Social Sciences,Enrolled,3,N,Y
1000005776,Fatima,Zhang,2007-01-17,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,3,N,N
1000005777,Lily,Ngāta,1974-04-30,Female,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,1,N,N
1000005778,Wiremu,Parata,1974-09-29,Male,Unknown/Not Stated,NZ Citizen,Domestic,Health Sciences,Completed,1,N,Y
1000005779,Oliver,Zhang,1985-08-15,Male,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000005780,Wei,Martin,1986-10-16,Male,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005781,Mei,Wang,2004-04-05,Female,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,1,N,N
1000005782,Aisha,Nguyen,1997-11-24,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000005783,Caleb,Chen,1997-04-07,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000005784,Sophie,Fraser,1986-09-07,Female,Other,International,International,Arts & Social Sciences,Enrolled,2,N,Y
1000005785,Mason,Kim,2005-02-22,Male,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000005786,Mia,Thomas,1969-01-13,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,2,Y,N
1000005787,Ming,Walker,1983-11-06,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Withdrawn,1,N,Y
1000005788,Charlotte,Tūhoe,2003-09-06,Female,Other,NZ Citizen,Domestic,Arts & Social Sciences,Completed,1,N,N
1000005789,Casey,Williams,1995-08-03,Not Stated,Asian,International,International,Education,Completed,3,N,N
1000005790,Aisha,Anderson,1991-02-15,Female,Asian,International,International,Arts & Social Sciences,Completed,2,N,N
1000005791,Ruby,Nguyen,1984-05-08,Female,NZ European,NZ Permanent Resident,Domestic,Health Sciences,Withdrawn,1,N,N
1000005792,Chloe,Māhaki,1970-01-10,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000005793,Chloe,Fitzgerald,1986-10-19,Female,Asian,International,International,Business & Economics,Withdrawn,1,N,N
1000005794,Avery,Tuilagi,2005-08-19,Non-binary / Gender Diverse,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000005795,Olivia,Sullivan,1995-06-13,Female,Asian,NZ Citizen,Domestic,Health Sciences,Enrolled,1,N,N
1000005796,Sophie,Fraser,2001-11-07,Female,Māori,NZ Permanent Resident,Domestic,Foundation Studies,Completed,1,N,N
1000005797,Mere,Fitzgerald,2003-10-08,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000005798,Aisha,Smith,1993-10-08,Female,Asian,International,International,Business & Economics,Completed,3,N,N
1000005799,Carlos,McCarthy,1993-03-17,Male,Other,International,International,Business & Economics,Enrolled,1,Y,N
1000005800,Amir,Ioane,1987-04-30,Male,Asian,International,International,Science & Technology,Enrolled,4,N,N
1000005801,Max,Stewart,1999-01-14,Male,Asian,International,International,Health Sciences,Enrolled,2,N,N
1000005802,Isabella,Patel,1991-02-04,Female,Asian,International,International,Education,Enrolled,4,N,Y
1000005803,Oscar,Campbell,1989-11-07,Male,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000005804,Lin,Martin,1985-12-19,Female,Asian,International,International,Education,Withdrawn,4,N,Y
1000005805,Lucy,Smith,2007-02-12,Female,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Completed,2,N,Y
1000005806,Tupou,Wilson,1993-05-09,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005807,Aisha,Murphy,1983-09-22,Female,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,3,N,Y
1000005808,Moana,Fraser,1983-01-10,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,Y
1000005809,Jack,Costa,1969-04-27,Male,Pacific Peoples,NZ Citizen,Domestic,Education,Enrolled,3,N,N
1000005810,William,Smith,1990-03-12,Male,MELAA,International,International,Education,Enrolled,4,N,N
1000005811,Priya,Sato,1986-03-09,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,Y,N
1000005812,Ethan,Tuilagi,1990-09-10,Male,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,Y
1000005813,Leilani,Faleolo,2005-09-20,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000005814,Mei,Harris,1989-04-20,Female,Asian,International,International,Science & Technology,Enrolled,2,N,N
1000005815,Grace,Thomas,1993-05-15,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000005816,Mei,Kumar,2001-03-15,Female,Asian,International,International,Education,Enrolled,2,N,N
1000005817,Moana,McCarthy,1991-01-01,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000005818,Lucas,Seu,2003-05-05,Male,Asian,International,International,Business & Economics,Enrolled,3,N,N
1000005819,Emma,Smith,2004-03-03,Female,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,3,N,Y
1000005820,Mia,Costa,1975-07-22,Female,Māori,NZ Permanent Resident,Domestic,Business & Economics,Completed,1,N,N
1000005821,Lucas,Fitzgerald,1983-08-16,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,3,Y,N
1000005822,Henry,Jones,2001-09-26,Male,Māori,NZ Permanent Resident,Domestic,Education,Enrolled,2,N,Y
1000005823,Aroha,Liu,1969-01-02,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000005824,Emma,Tūhoe,1999-05-03,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,Y
1000005825,Sione,Chen,1993-09-20,Male,Asian,International,International,Science & Technology,Withdrawn,1,N,N
1000005826,Reece,Jones,2001-02-11,Non-binary / Gender Diverse,Asian,International,International,Business & Economics,Enrolled,1,Y,N
1000005827,Logan,Parata,1984-07-05,Male,Māori,NZ Permanent Resident,Domestic,Science & Technology,Completed,3,N,N
1000005828,Grace,Taylor,1984-03-03,Female,NZ European,NZ Citizen,Domestic,Education,Completed,3,N,Y
1000005829,Emma,Liu,2002-03-19,Female,Māori,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,1,N,Y
1000005830,Jack,Anderson,1997-04-25,Male,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,3,N,N
1000005831,Mason,Tuilagi,1996-08-10,Male,MELAA,International,International,Business & Economics,Withdrawn,4,Y,N
1000005832,Olivia,Te Hau,2002-04-09,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005833,Hine,Anderson,1996-12-27,Female,Other,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,N
1000005834,Lily,Fraser,1996-01-15,Female,Asian,International,International,Education,Enrolled,3,N,Y
1000005835,Aroha,Ferreira,1984-06-09,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000005836,Amelia,Chen,2000-02-27,Female,Other,International,International,Education,Enrolled,3,N,N
1000005837,Wei,Singh,1988-09-26,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000005838,Ngaio,Santos,1971-09-09,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Completed,1,N,N
1000005839,Leilani,Fitzgerald,1986-01-16,Female,Asian,International,International,Business & Economics,Completed,3,Y,N
1000005840,Sione,Nguyen,1997-05-28,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000005841,Sina,Sullivan,1988-03-07,Female,Other,International,International,Education,Enrolled,2,Y,N
1000005842,James,Kumar,2001-10-28,Male,MELAA,International,International,Education,Enrolled,1,N,Y
1000005843,Taylor,Jones,1975-02-28,Non-binary / Gender Diverse,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000005844,Noah,Jones,2001-02-11,Male,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,4,N,Y
1000005845,Isabella,Martin,1970-12-01,Female,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,Y
1000005846,William,Kim,1979-01-29,Male,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,1,Y,N
1000005847,Maria,Ioane,1986-08-30,Female,Asian,International,International,Arts & Social Sciences,Completed,2,N,Y
1000005848,James,Seu,1971-01-21,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000005849,William,Kumar,1998-01-25,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Completed,2,N,N
1000005850,Ngaio,Fono,1989-05-08,Female,Other,International,International,Arts & Social Sciences,Enrolled,4,N,N
1000005851,Blake,Li,2002-08-19,Not Stated,Asian,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000005852,Chloe,Costa,2005-05-07,Female,Asian,International,International,Science & Technology,Enrolled,3,N,N
1000005853,Carlos,Costa,1989-11-23,Male,Māori,NZ Citizen,Domestic,Science & Technology,Completed,3,N,N
1000005854,Teuila,Parata,1995-07-11,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000005855,Henry,Māhaki,1998-07-25,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000005856,Logan,Campbell,1996-06-27,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,3,N,N
1000005857,Lucas,Santos,1970-06-15,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000005858,Max,Ngāta,1986-06-15,Male,Asian,International,International,Business & Economics,Enrolled,2,N,N
1000005859,Whina,Fraser,1981-07-31,Female,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000005860,Jack,Te Hau,1994-03-15,Male,MELAA,International,International,Business & Economics,Enrolled,2,N,Y
1000005861,Wei,Martin,1996-09-12,Male,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000005862,Emma,Jones,1983-12-30,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000005863,Logan,Seu,1973-03-30,Male,Other,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000005864,Matiu,Taylor,1995-07-13,Male,Asian,International,International,Arts & Social Sciences,Withdrawn,4,N,Y
1000005865,Mei,Singh,1988-02-14,Female,Asian,International,International,Education,Completed,4,N,N
1000005866,Hemi,Zhang,2003-06-05,Male,Asian,International,International,Science & Technology,Enrolled,1,N,N
1000005867,Lin,O'Brien,1992-11-10,Female,Asian,International,International,Education,Enrolled,1,N,Y
1000005868,Liam,Murphy,1974-06-21,Male,Asian,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,3,N,N
1000005869,Sophie,Park,2005-09-14,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005870,Ethan,Sullivan,1982-11-06,Male,NZ European,NZ Citizen,Domestic,Education,Completed,1,N,Y
1000005871,Miguel,Parata,2006-05-19,Male,Asian,International,International,Arts & Social Sciences,Enrolled,3,N,Y
1000005872,William,Fitzgerald,1994-01-10,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,Y
1000005873,Oliver,Faleolo,1998-11-11,Male,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Completed,1,N,N
1000005874,Wiremu,Patel,1988-08-05,Male,Māori,NZ Permanent Resident,Domestic,Education,Withdrawn,2,N,Y
1000005875,Lin,O'Brien,1990-06-08,Female,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000005876,Lily,Fraser,1994-01-02,Female,Other,International,International,Business & Economics,Enrolled,2,N,N
1000005877,Fatima,Liu,1993-08-23,Female,Asian,International,International,Education,Enrolled,2,N,Y
1000005878,Grace,Jones,1989-12-26,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000005879,Mason,Williams,1992-06-21,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,4,N,N
1000005880,Olivia,Walker,1995-09-11,Female,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000005881,Olivia,O'Brien,1969-11-03,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,Y,Y
1000005882,Mere,Li,1999-08-28,Female,Māori,NZ Citizen,Domestic,Education,Enrolled,2,Y,N
1000005883,Lily,Fitzgerald,1969-09-27,Female,Unknown/Not Stated,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000005884,Jamie,Walker,2004-08-13,Non-binary / Gender Diverse,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Completed,4,N,Y
1000005885,Wiremu,Tūhoe,1979-01-19,Male,MELAA,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,1,N,N
1000005886,Lin,Park,1992-12-29,Female,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,4,N,Y
1000005887,Whina,Chen,2000-10-10,Female,Māori,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000005888,Miguel,Thomas,2006-04-10,Male,Asian,International,International,Science & Technology,Enrolled,2,Y,Y
1000005889,Leilani,O'Brien,1986-11-04,Female,Unknown/Not Stated,International,International,Arts & Social Sciences,Completed,1,N,Y
1000005890,James,Ferreira,1996-04-16,Male,Asian,International,International,Business & Economics,Enrolled,1,N,Y
1000005891,Charlotte,Sato,1974-10-30,Female,Asian,NZ Citizen,Domestic,Education,Enrolled,3,N,N
1000005892,Maria,O'Brien,1988-06-29,Female,Other,International,International,Business & Economics,Withdrawn,4,Y,N
1000005893,Raj,Walker,1977-10-04,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,N
1000005894,Olivia,Nguyen,1990-06-14,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,2,N,Y
1000005895,Aroha,Zhang,1995-08-25,Female,Unknown/Not Stated,International,International,Science & Technology,Enrolled,1,N,Y
1000005896,Priya,Seu,1997-01-17,Female,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,Y
1000005897,Hine,Zhang,2000-12-31,Female,Asian,International,International,Health Sciences,Enrolled,3,N,N
1000005898,Maria,McCarthy,1990-08-30,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,Y
1000005899,Mei,Fitzgerald,1974-09-05,Female,Other,NZ Citizen,Domestic,Education,Enrolled,3,N,Y
1000005900,Fatima,Sullivan,1986-02-13,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Education,Enrolled,4,N,Y
1000005901,Wei,Zhang,1970-01-12,Male,NZ European,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,4,Y,Y
1000005902,Miguel,Stewart,1992-10-17,Male,Asian,NZ Citizen,Domestic,Science & Technology,Completed,1,Y,Y
