NSN,Faculty,Citizenship_Status,Ethnicity,Gender,Year_of_Study,Disability_Flag,First_in_Family,Teaching_Score,Support_Score,Sense_of_Belonging,Admin_Experience,Retention_Likelihood,Survey_Response_Flag,Survey_Year,Free_Text_Theme
1000002040,Science & Technology,NZ Citizen,NZ European,Male,3,N,N,8.1,6.8,4.8,4.4,6.2,Y,2024,Strong industry connections in my programme
1000003928,Business & Economics,NZ Citizen,Asian,Female,2,N,N,6.0,5.4,9.6,7.0,7.5,Y,2024,Would benefit from more career guidance
1000005866,Science & Technology,International,Asian,Male,1,N,N,7.3,7.8,4.5,6.1,6.3,Y,2024,Workload felt unmanageable at times
1000003216,Education,NZ Citizen,NZ European,Female,3,N,N,8.1,7.8,6.0,5.5,6.9,Y,2024,Strong industry connections in my programme
1000003814,Business & Economics,NZ Citizen,Pacific Peoples,Male,1,N,N,8.8,6.2,6.5,8.3,7.3,Y,2024,Clear pathway to employment in my field
1000000129,Education,NZ Citizen,NZ European,Male,2,N,N,5.8,7.9,6.2,3.5,6.3,Y,2024,Scholarship support made a real difference
1000006292,Science & Technology,International,Asian,Female,1,N,N,7.3,6.5,6.0,8.5,6.8,Y,2024,Support services were very helpful
1000006377,Education,NZ Citizen,Māori,Female,3,N,N,7.5,9.4,5.5,4.2,6.6,Y,2024,Course content felt outdated in places
1000004599,Education,NZ Citizen,Māori,Male,1,N,N,9.6,5.9,4.7,8.6,7.5,Y,2024,Would benefit from more career guidance
1000000013,Business & Economics,NZ Citizen,NZ European,Male,1,N,N,7.2,6.6,10.0,9.5,8.2,Y,2024,Lecturers were approachable and knowledgeable
1000005561,Health Sciences,International,Asian,Female,1,N,N,9.0,8.4,3.9,9.1,7.3,Y,2024,Campus facilities are excellent
1000004476,Arts & Social Sciences,NZ Citizen,Asian,Male,3,N,N,8.9,6.9,7.9,7.0,8.0,Y,2024,Library resources met my needs
1000001525,Science & Technology,NZ Citizen,Other,Female,1,N,Y,7.9,9.0,9.1,5.4,8.4,Y,2024,Great sense of community in my programme
1000002365,Education,NZ Citizen,Asian,Female,4,N,N,7.4,5.2,4.9,4.7,5.7,Y,2024,Course content felt outdated in places
1000003052,Education,NZ Citizen,NZ European,Male,4,N,N,6.6,8.9,6.0,8.7,7.0,Y,2024,Course content felt outdated in places
1000004005,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,N,6.3,6.5,8.0,8.5,6.8,Y,2024,Would benefit from more career guidance
1000002340,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,2,Y,N,8.2,3.6,8.1,3.8,6.4,Y,2024,Course content felt outdated in places
1000000374,Education,NZ Citizen,NZ European,Female,1,N,N,8.8,4.7,5.7,7.7,7.1,Y,2024,Cultural events helped me feel included
1000004724,Business & Economics,NZ Permanent Resident,NZ European,Male,1,N,Y,7.7,3.2,8.7,8.9,6.6,Y,2024,Great sense of community in my programme
1000005572,Arts & Social Sciences,NZ Citizen,NZ European,Female,2,N,Y,7.5,8.6,7.0,5.9,7.2,Y,2024,Workload felt unmanageable at times
1000000939,Business & Economics,NZ Permanent Resident,Māori,Female,4,N,N,7.3,3.9,7.1,5.8,5.9,Y,2024,Clear pathway to employment in my field
1000006219,Education,International,Asian,Male,2,N,N,7.5,7.5,8.1,9.1,7.0,Y,2024,Workload felt unmanageable at times
1000004573,Education,NZ Citizen,NZ European,Male,4,N,N,7.1,5.8,4.1,7.2,6.3,Y,2024,Clear pathway to employment in my field
1000002147,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,N,7.1,6.9,3.9,5.4,6.0,Y,2024,Lecturers were approachable and knowledgeable
1000003591,Education,NZ Citizen,NZ European,Male,4,N,N,7.7,5.0,4.8,5.5,6.4,Y,2024,Would appreciate more feedback on assessments
1000005890,Business & Economics,International,Asian,Male,1,N,Y,7.7,8.3,6.0,7.2,6.3,Y,2024,Cultural events helped me feel included
1000005455,Arts & Social Sciences,NZ Citizen,Asian,Male,1,N,N,6.0,7.6,8.8,4.8,6.2,Y,2024,Would appreciate more feedback on assessments
1000003623,Arts & Social Sciences,NZ Citizen,Māori,Male,3,N,Y,8.1,6.4,3.5,4.5,5.7,Y,2024,Cultural events helped me feel included
1000000529,Education,International,Asian,Male,4,N,Y,6.5,7.3,10.0,6.1,6.9,Y,2024,Clear pathway to employment in my field
1000003714,Arts & Social Sciences,NZ Citizen,Other,Male,2,N,N,5.4,5.6,5.3,5.8,6.2,Y,2024,English language support was invaluable
1000001269,Arts & Social Sciences,NZ Citizen,Māori,Male,2,N,N,7.7,6.2,8.4,3.2,6.3,Y,2024,Lecturers were approachable and knowledgeable
1000004281,Arts & Social Sciences,International,Asian,Female,2,N,N,3.6,3.7,8.1,8.9,5.1,Y,2024,Strong industry connections in my programme
1000001394,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,1,N,N,7.8,5.9,7.4,6.9,7.0,Y,2024,Felt isolated during online delivery
1000004009,Education,NZ Citizen,NZ European,Female,1,N,N,6.1,7.9,3.2,8.1,6.4,Y,2024,Lecturers were approachable and knowledgeable
1000004390,Business & Economics,NZ Citizen,MELAA,Female,4,N,N,7.9,2.5,4.5,5.3,5.5,Y,2024,Campus facilities are excellent
1000001797,Education,International,Asian,Male,1,N,N,6.3,10.0,5.5,5.9,6.2,Y,2024,Administrative processes were confusing
1000002979,Arts & Social Sciences,International,Other,Female,3,N,N,8.2,7.1,6.9,7.2,7.1,Y,2024,Timetabling clashes made study difficult
1000001441,Education,NZ Citizen,Asian,Male,1,N,N,6.0,6.5,6.4,6.0,5.5,Y,2024,Would benefit from more career guidance
1000004848,Education,NZ Citizen,NZ European,Female,1,N,N,6.2,7.3,5.4,8.4,7.2,Y,2024,Would benefit from more career guidance
1000006330,Education,NZ Permanent Resident,NZ European,Male,1,N,Y,6.0,7.4,9.3,6.0,6.9,Y,2024,Workload felt unmanageable at times
1000003811,Foundation Studies,NZ Citizen,Asian,Male,2,N,Y,7.2,4.9,8.8,5.2,5.8,Y,2024,English language support was invaluable
1000001273,Foundation Studies,NZ Citizen,Asian,Female,2,N,N,6.2,2.2,5.9,7.9,5.3,Y,2024,Scholarship support made a real difference
1000001712,Education,NZ Citizen,Māori,Female,3,Y,N,8.0,7.0,8.3,5.8,7.1,Y,2024,Administrative processes were confusing
1000000955,Arts & Social Sciences,NZ Citizen,Other,Male,2,N,N,4.7,7.7,6.6,7.4,7.3,Y,2024,Course content felt outdated in places
1000004832,Education,NZ Citizen,NZ European,Female,4,N,Y,6.9,5.3,6.8,7.0,6.0,Y,2024,Enjoyed the hands-on learning approach
1000005272,Science & Technology,NZ Citizen,Māori,Male,1,N,N,5.8,4.4,3.6,5.8,4.7,Y,2024,Lecturers were approachable and knowledgeable
1000005735,Arts & Social Sciences,International,Asian,Female,2,N,N,9.7,3.6,6.6,6.7,6.0,Y,2024,Would benefit from more career guidance
1000005960,Arts & Social Sciences,NZ Citizen,NZ European,Male,4,N,N,8.2,7.9,6.3,9.0,8.2,Y,2024,Strong industry connections in my programme
1000000403,Business & Economics,NZ Permanent Resident,Pacific Peoples,Female,2,N,N,9.2,6.6,7.5,4.6,6.6,Y,2024,Cultural events helped me feel included
1000002071,Arts & Social Sciences,International,Asian,Male,2,N,N,6.2,3.3,4.4,5.0,4.2,Y,2024,Campus facilities are excellent
1000006172,Science & Technology,NZ Citizen,NZ European,Male,4,N,N,7.8,5.3,5.1,8.4,7.3,Y,2024,Library resources met my needs
1000001977,Business & Economics,International,Asian,Female,1,N,N,9.1,4.1,8.2,3.1,6.2,Y,2024,Campus facilities are excellent
1000000158,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Non-binary / Gender Diverse,2,N,Y,6.3,6.5,6.9,8.4,6.2,Y,2024,Lecturers were approachable and knowledgeable
1000003888,Education,NZ Citizen,NZ European,Male,2,N,Y,9.8,2.9,5.4,3.4,6.1,Y,2024,Enjoyed the hands-on learning approach
1000000902,Business & Economics,International,Asian,Male,2,N,Y,6.6,3.0,5.8,2.9,3.9,Y,2024,Scholarship support made a real difference
1000000352,Arts & Social Sciences,NZ Permanent Resident,Māori,Female,1,N,N,9.5,5.2,8.3,6.2,6.6,Y,2024,Great sense of community in my programme
1000004540,Science & Technology,International,Asian,Male,3,N,Y,3.7,7.9,6.9,6.1,5.0,Y,2024,English language support was invaluable
1000004130,Education,International,Asian,Female,3,N,N,7.8,10.0,7.2,6.2,7.3,Y,2024,Course content felt outdated in places
1000000754,Business & Economics,International,Asian,Male,4,N,N,6.6,6.7,8.7,5.5,6.4,Y,2024,Course content felt outdated in places
1000002971,Arts & Social Sciences,International,Asian,Female,2,Y,Y,7.3,6.7,2.3,6.7,5.5,Y,2024,Would appreciate more feedback on assessments
1000006466,Education,NZ Citizen,NZ European,Female,2,N,N,8.1,8.5,7.3,4.6,7.9,Y,2024,English language support was invaluable
1000002920,Business & Economics,NZ Citizen,Māori,Male,2,N,N,8.1,6.5,6.3,4.9,6.6,Y,2024,Campus facilities are excellent
1000000311,Science & Technology,NZ Citizen,Māori,Female,2,N,N,7.0,9.3,3.5,5.0,6.8,Y,2024,Would appreciate more feedback on assessments
1000004644,Education,NZ Citizen,NZ European,Female,1,N,N,6.2,10.0,5.3,7.0,7.3,Y,2024,Support services were very helpful
1000000661,Arts & Social Sciences,NZ Permanent Resident,Pacific Peoples,Female,3,N,Y,6.9,5.0,7.7,2.9,5.7,Y,2024,Course content felt outdated in places
1000001989,Science & Technology,International,Asian,Female,2,N,N,4.2,8.2,2.7,4.0,4.9,Y,2024,Great sense of community in my programme
1000003665,Health Sciences,International,Other,Female,2,N,N,8.9,6.5,5.6,4.3,6.3,Y,2024,Administrative processes were confusing
1000000306,Arts & Social Sciences,NZ Citizen,NZ European,Female,2,N,Y,6.9,8.3,4.2,7.7,7.3,Y,2024,Lecturers were approachable and knowledgeable
1000002335,Business & Economics,NZ Permanent Resident,Māori,Female,2,N,N,8.1,8.2,4.8,10.0,7.9,Y,2024,Support services were very helpful
1000002356,Business & Economics,NZ Citizen,NZ European,Male,2,N,Y,6.9,4.7,7.9,4.6,6.2,Y,2024,English language support was invaluable
1000003702,Arts & Social Sciences,International,Asian,Male,1,N,N,7.1,6.6,7.9,5.5,6.9,Y,2024,Would appreciate more feedback on assessments
1000003804,Business & Economics,NZ Citizen,Māori,Female,2,N,N,7.8,10.0,6.0,6.9,8.1,Y,2024,Administrative processes were confusing
1000001927,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,Y,5.4,6.2,8.0,5.7,6.1,Y,2024,Workload felt unmanageable at times
1000003427,Arts & Social Sciences,International,Asian,Male,3,N,N,7.4,8.1,5.8,5.8,5.6,Y,2024,Library resources met my needs
1000000749,Health Sciences,NZ Citizen,Unknown/Not Stated,Female,4,N,N,7.4,7.3,8.3,4.1,7.1,Y,2024,Support services were very helpful
1000003638,Business & Economics,NZ Citizen,Māori,Male,1,N,Y,8.9,5.8,6.9,2.8,6.0,Y,2024,Lecturers were approachable and knowledgeable
1000004715,Education,International,Asian,Male,1,N,Y,9.5,8.3,9.2,9.8,8.0,Y,2024,Course content felt outdated in places
1000001266,Arts & Social Sciences,NZ Citizen,Asian,Female,1,N,Y,8.2,7.9,5.9,9.7,7.9,Y,2024,Timetabling clashes made study difficult
1000004922,Business & Economics,NZ Citizen,Pacific Peoples,Male,1,Y,N,7.9,4.6,5.8,4.5,5.0,Y,2024,Timetabling clashes made study difficult
1000005733,Business & Economics,NZ Permanent Resident,NZ European,Male,2,N,Y,5.3,8.2,4.9,8.7,6.5,Y,2024,Lecturers were approachable and knowledgeable
1000003595,Arts & Social Sciences,NZ Citizen,Asian,Male,2,N,N,7.4,3.7,6.9,7.0,6.6,Y,2024,English language support was invaluable
1000002134,Science & Technology,NZ Citizen,Pacific Peoples,Male,1,N,N,5.7,5.6,7.1,5.2,5.7,Y,2024,Strong industry connections in my programme
1000004109,Arts & Social Sciences,International,Other,Male,4,N,Y,5.1,5.8,4.1,4.2,4.8,Y,2024,Timetabling clashes made study difficult
1000000514,Arts & Social Sciences,International,Asian,Female,3,N,N,3.4,3.5,8.4,3.5,4.2,Y,2024,Administrative processes were confusing
1000006171,Education,NZ Permanent Resident,Other,Male,3,N,N,7.4,8.0,7.1,6.8,8.0,Y,2024,Enjoyed the hands-on learning approach
1000000409,Education,NZ Citizen,NZ European,Female,4,N,N,7.6,7.2,7.9,7.4,7.2,Y,2024,Support services were very helpful
1000004836,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,3,N,N,6.7,7.0,5.4,5.3,5.8,Y,2024,Enjoyed the hands-on learning approach
1000006472,Education,NZ Citizen,Other,Female,1,N,N,3.6,6.7,6.7,4.2,5.8,Y,2024,Course content felt outdated in places
1000006422,Foundation Studies,NZ Permanent Resident,NZ European,Male,1,N,N,4.5,6.8,7.3,10.0,5.7,Y,2024,Clear pathway to employment in my field
1000005619,Science & Technology,NZ Permanent Resident,Pacific Peoples,Female,3,N,N,8.5,9.6,2.6,7.9,6.2,Y,2024,Scholarship support made a real difference
1000000207,Business & Economics,NZ Citizen,Māori,Female,1,N,Y,6.9,5.8,8.7,5.5,6.1,Y,2024,Scholarship support made a real difference
1000000458,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,1,N,N,5.7,6.7,5.5,1.4,5.6,Y,2024,Clear pathway to employment in my field
1000002054,Arts & Social Sciences,International,MELAA,Female,2,N,Y,7.6,6.6,5.3,7.9,5.5,Y,2024,Timetabling clashes made study difficult
1000002430,Business & Economics,NZ Citizen,Unknown/Not Stated,Female,2,Y,N,7.5,6.7,8.3,4.6,6.1,Y,2024,Clear pathway to employment in my field
1000000250,Business & Economics,International,Unknown/Not Stated,Male,4,N,N,6.5,7.1,3.1,7.5,5.6,Y,2024,Clear pathway to employment in my field
1000005940,Business & Economics,NZ Citizen,NZ European,Female,1,N,N,5.2,6.5,6.6,6.0,6.0,Y,2024,Clear pathway to employment in my field
1000001107,Arts & Social Sciences,International,Unknown/Not Stated,Female,2,N,N,6.4,5.6,4.0,4.0,5.5,Y,2024,Timetabling clashes made study difficult
1000005261,Education,NZ Citizen,Māori,Male,1,N,N,9.1,8.1,6.5,4.6,7.5,Y,2024,Cultural events helped me feel included
1000001713,Arts & Social Sciences,International,Unknown/Not Stated,Male,4,N,N,7.3,7.6,8.3,6.7,7.9,Y,2024,English language support was invaluable
1000003911,Foundation Studies,NZ Citizen,NZ European,Male,2,N,Y,5.4,6.3,5.8,5.5,4.1,Y,2024,Support services were very helpful
1000000715,Science & Technology,NZ Permanent Resident,Asian,Male,3,N,N,8.6,7.8,4.9,7.2,7.7,Y,2024,Great sense of community in my programme
1000000552,Arts & Social Sciences,International,Other,Female,4,N,Y,5.8,7.0,7.9,7.3,6.4,Y,2024,Support services were very helpful
1000001439,Education,International,Unknown/Not Stated,Female,2,N,N,7.0,6.8,9.6,7.4,7.7,Y,2024,Would appreciate more feedback on assessments
1000002270,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,2,N,N,8.4,6.3,5.8,5.5,6.1,Y,2024,Enjoyed the hands-on learning approach
1000003144,Education,NZ Permanent Resident,NZ European,Female,1,N,N,7.7,7.4,5.0,2.8,6.4,Y,2024,Felt isolated during online delivery
1000006204,Arts & Social Sciences,NZ Citizen,Unknown/Not Stated,Female,2,N,N,7.3,6.9,4.7,7.1,6.6,Y,2024,Felt isolated during online delivery
1000001925,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Female,3,N,N,8.0,4.7,7.8,6.5,6.7,Y,2024,Clear pathway to employment in my field
1000000634,Science & Technology,NZ Citizen,NZ European,Female,1,N,N,5.6,6.1,6.8,10.0,6.2,Y,2024,Workload felt unmanageable at times
1000000316,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,Y,9.1,6.0,6.4,8.6,7.6,Y,2024,Scholarship support made a real difference
1000006100,Science & Technology,NZ Citizen,NZ European,Male,2,N,N,8.6,5.4,5.5,3.7,6.1,Y,2024,Strong industry connections in my programme
1000000427,Business & Economics,NZ Citizen,NZ European,Male,2,N,N,8.1,7.0,9.6,10.0,8.3,Y,2024,Great sense of community in my programme
1000004810,Science & Technology,NZ Permanent Resident,Asian,Female,4,N,N,6.0,8.8,8.8,7.1,7.9,Y,2024,Clear pathway to employment in my field
1000000105,Education,NZ Permanent Resident,NZ European,Female,4,N,N,8.4,5.7,4.3,6.2,6.4,Y,2024,Cultural events helped me feel included
1000003041,Arts & Social Sciences,International,MELAA,Male,2,N,N,7.2,6.1,3.1,7.7,5.4,Y,2024,Felt isolated during online delivery
1000004238,Arts & Social Sciences,International,Asian,Male,1,N,Y,6.0,4.8,4.3,5.8,4.6,Y,2024,Course content felt outdated in places
1000002169,Business & Economics,International,Asian,Female,3,N,N,8.4,6.7,8.7,8.1,7.3,Y,2024,Enjoyed the hands-on learning approach
1000001709,Foundation Studies,NZ Citizen,NZ European,Male,1,Y,N,3.4,7.5,5.4,5.4,4.6,Y,2024,Clear pathway to employment in my field
1000000089,Education,NZ Permanent Resident,NZ European,Male,1,N,N,10.0,8.7,5.6,3.1,6.8,Y,2024,Clear pathway to employment in my field
1000002241,Education,International,Asian,Male,1,N,Y,6.2,5.2,6.8,6.3,4.8,Y,2024,Cultural events helped me feel included
1000003174,Business & Economics,NZ Citizen,Pacific Peoples,Male,3,Y,N,7.2,8.0,5.3,2.5,6.1,Y,2024,Administrative processes were confusing
1000004839,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,3,N,N,6.5,9.7,3.9,5.0,6.8,Y,2024,Would benefit from more career guidance
1000001949,Arts & Social Sciences,NZ Permanent Resident,Pacific Peoples,Female,1,N,Y,7.5,5.4,4.1,6.6,5.3,Y,2024,Timetabling clashes made study difficult
1000004044,Arts & Social Sciences,International,Asian,Male,3,N,Y,6.6,6.0,4.7,5.3,5.5,Y,2024,Would appreciate more feedback on assessments
1000002848,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Male,1,N,Y,6.8,4.6,8.7,3.8,5.2,Y,2024,Clear pathway to employment in my field
1000000001,Education,NZ Citizen,Pacific Peoples,Female,1,N,N,7.1,6.6,2.5,7.9,5.8,Y,2024,Great sense of community in my programme
1000004337,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,4,N,N,8.1,4.5,9.8,4.8,6.6,Y,2024,Timetabling clashes made study difficult
100000935,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,Y,6.0,5.3,6.2,5.9,5.2,Y,2024,Would benefit from more career guidance
1000005551,Science & Technology,NZ Citizen,NZ European,Female,3,Y,N,7.2,5.2,7.8,7.7,6.4,Y,2024,Course content felt outdated in places
1000002720,Business & Economics,NZ Citizen,NZ European,Female,3,N,N,6.4,7.2,4.9,6.4,6.3,Y,2024,Campus facilities are excellent
1000000591,Arts & Social Sciences,NZ Permanent Resident,Māori,Female,3,N,N,10.0,4.3,1.3,3.0,4.5,Y,2024,Scholarship support made a real difference
1000004864,Foundation Studies,NZ Citizen,Unknown/Not Stated,Male,1,N,Y,4.7,3.6,8.2,6.2,5.2,Y,2024,Enjoyed the hands-on learning approach
1000002936,Education,International,Asian,Male,4,N,N,7.2,9.9,6.9,7.5,7.3,Y,2024,Library resources met my needs
1000002448,Health Sciences,NZ Citizen,NZ European,Male,4,N,N,7.6,8.2,2.7,5.6,6.8,Y,2024,Great sense of community in my programme
1000001576,Science & Technology,NZ Permanent Resident,NZ European,Female,1,Y,N,7.3,5.1,2.2,9.5,6.5,Y,2024,Campus facilities are excellent
1000005416,Education,NZ Citizen,NZ European,Female,2,N,N,8.7,6.0,2.0,5.4,6.1,Y,2024,Administrative processes were confusing
1000000213,Business & Economics,NZ Citizen,NZ European,Female,3,N,N,7.9,4.9,6.8,6.6,7.0,Y,2024,Would benefit from more career guidance
1000000778,Science & Technology,NZ Citizen,NZ European,Female,1,N,Y,6.6,7.6,7.0,8.0,7.4,Y,2024,Strong industry connections in my programme
1000003496,Business & Economics,NZ Citizen,NZ European,Not Stated,2,N,N,6.2,1.8,6.1,5.9,4.3,Y,2024,Enjoyed the hands-on learning approach
1000005087,Education,NZ Citizen,Pacific Peoples,Female,4,N,N,5.5,6.4,5.9,2.0,5.3,Y,2024,Course content felt outdated in places
1000002043,Foundation Studies,NZ Citizen,NZ European,Female,1,N,N,5.7,5.3,4.1,6.3,4.5,Y,2024,Enjoyed the hands-on learning approach
1000005885,Health Sciences,NZ Permanent Resident,MELAA,Male,1,N,N,5.5,5.6,10.0,5.6,6.8,Y,2024,Great sense of community in my programme
1000001567,Education,NZ Citizen,Māori,Female,2,N,Y,7.3,6.8,5.0,7.0,6.5,Y,2024,Would appreciate more feedback on assessments
1000000165,Arts & Social Sciences,International,Unknown/Not Stated,Female,1,N,N,2.8,6.8,7.2,6.6,4.5,Y,2024,Felt isolated during online delivery
1000004702,Education,International,Other,Male,1,N,N,8.8,7.8,6.0,7.6,7.6,Y,2024,Course content felt outdated in places
1000003566,Science & Technology,International,Asian,Female,2,N,N,8.1,7.2,9.5,3.0,7.0,Y,2024,Workload felt unmanageable at times
1000005742,Science & Technology,NZ Citizen,Māori,Male,1,N,N,3.4,6.9,5.5,7.1,4.5,Y,2024,Administrative processes were confusing
1000006177,Education,International,Asian,Female,3,N,Y,6.5,8.5,6.8,6.6,6.7,Y,2024,Scholarship support made a real difference
1000002013,Business & Economics,International,Asian,Male,2,N,Y,8.4,8.9,8.1,5.9,6.9,Y,2024,Clear pathway to employment in my field
1000000273,Arts & Social Sciences,International,Other,Female,1,N,Y,9.6,4.8,3.0,4.9,4.7,Y,2024,Lecturers were approachable and knowledgeable
1000003860,Education,NZ Citizen,Māori,Female,1,Y,Y,7.5,9.7,7.1,10.0,8.2,Y,2024,Administrative processes were confusing
1000004167,Science & Technology,NZ Citizen,Māori,Female,3,Y,N,8.4,9.0,4.3,6.6,7.0,Y,2024,Library resources met my needs
1000005865,Education,International,Asian,Female,4,N,N,10.0,7.9,4.5,6.2,6.9,Y,2024,Scholarship support made a real difference
1000003788,Arts & Social Sciences,NZ Citizen,NZ European,Male,4,N,Y,6.5,5.6,7.8,4.9,5.4,Y,2024,Scholarship support made a real difference
1000000394,Foundation Studies,NZ Citizen,Māori,Female,2,N,N,6.0,4.4,3.7,7.9,4.7,Y,2024,Cultural events helped me feel included
1000000583,Arts & Social Sciences,NZ Citizen,Unknown/Not Stated,Female,2,N,N,5.0,7.9,8.0,2.5,6.2,Y,2024,Felt isolated during online delivery
1000006478,Arts & Social Sciences,NZ Permanent Resident,Asian,Female,3,N,Y,7.3,5.8,10.0,10.0,7.6,Y,2024,Administrative processes were confusing
1000006021,Science & Technology,NZ Citizen,NZ European,Female,4,N,N,6.5,5.9,4.8,7.3,6.9,Y,2024,Cultural events helped me feel included
1000006214,Business & Economics,NZ Permanent Resident,NZ European,Female,4,N,Y,9.5,8.0,2.2,2.8,7.0,Y,2024,Strong industry connections in my programme
1000000520,Science & Technology,NZ Citizen,Pacific Peoples,Male,2,N,Y,7.8,6.4,8.6,8.5,7.7,Y,2024,Strong industry connections in my programme
1000001763,Science & Technology,International,Asian,Male,3,N,Y,7.7,8.4,6.2,9.0,7.0,Y,2024,Would benefit from more career guidance
1000001875,Science & Technology,NZ Citizen,NZ European,Female,2,N,N,7.0,4.3,7.8,6.0,6.6,Y,2024,Clear pathway to employment in my field
1000003965,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,2,N,Y,3.8,7.7,8.9,7.1,6.7,Y,2024,Lecturers were approachable and knowledgeable
1000003344,Science & Technology,NZ Citizen,NZ European,Male,1,N,N,8.8,7.7,7.6,9.4,8.6,Y,2024,Support services were very helpful
1000002253,Business & Economics,NZ Citizen,NZ European,Male,2,N,N,6.2,8.7,6.3,6.4,7.0,Y,2024,Strong industry connections in my programme
1000003224,Health Sciences,NZ Permanent Resident,Asian,Female,2,Y,N,8.9,9.8,6.5,9.6,9.0,Y,2024,Scholarship support made a real difference
1000000526,Science & Technology,NZ Citizen,Pacific Peoples,Female,1,N,N,7.3,6.1,9.2,5.1,7.3,Y,2024,Would appreciate more feedback on assessments
1000002946,Arts & Social Sciences,NZ Citizen,Other,Female,4,N,N,8.9,6.9,4.7,6.3,7.0,Y,2024,Support services were very helpful
1000004473,Arts & Social Sciences,International,Asian,Female,2,N,N,5.4,5.5,6.9,6.9,6.2,Y,2024,Felt isolated during online delivery
1000003899,Business & Economics,NZ Citizen,Asian,Female,1,N,N,6.8,8.1,6.8,7.1,6.8,Y,2024,Clear pathway to employment in my field
1000000692,Business & Economics,NZ Permanent Resident,MELAA,Female,4,Y,N,6.2,5.5,6.5,8.8,5.9,Y,2024,Would benefit from more career guidance
1000006141,Business & Economics,NZ Citizen,Māori,Female,2,N,N,7.4,6.6,5.1,7.8,6.2,Y,2024,Would benefit from more career guidance
1000004444,Business & Economics,International,MELAA,Male,2,N,N,8.7,7.5,8.4,3.7,6.7,Y,2024,Clear pathway to employment in my field
1000003633,Foundation Studies,NZ Citizen,NZ European,Female,1,N,N,4.3,4.0,6.0,5.7,4.3,Y,2024,English language support was invaluable
1000001050,Education,NZ Citizen,Māori,Female,1,N,Y,10.0,4.5,7.9,5.5,6.1,Y,2024,Campus facilities are excellent
1000000590,Arts & Social Sciences,International,Unknown/Not Stated,Male,1,N,N,8.0,9.1,4.0,6.3,6.3,Y,2024,Campus facilities are excellent
1000000519,Arts & Social Sciences,NZ Citizen,Asian,Male,4,N,Y,7.0,6.9,3.7,6.4,6.4,Y,2024,Felt isolated during online delivery
1000003380,Education,NZ Citizen,NZ European,Female,2,N,N,7.0,8.0,8.4,7.9,8.1,Y,2024,Timetabling clashes made study difficult
1000003676,Health Sciences,NZ Citizen,Māori,Female,1,N,N,7.7,6.8,6.2,8.4,6.8,Y,2024,Workload felt unmanageable at times
1000005346,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,1,N,N,6.7,7.1,7.7,9.1,7.4,Y,2024,Enjoyed the hands-on learning approach
1000001607,Arts & Social Sciences,International,Asian,Female,3,N,N,5.8,6.1,5.5,4.3,5.8,Y,2024,Strong industry connections in my programme
1000003610,Business & Economics,International,Asian,Male,4,Y,N,7.6,5.0,5.4,6.2,5.0,Y,2024,Great sense of community in my programme
1000006201,Science & Technology,NZ Permanent Resident,NZ European,Female,4,N,N,6.1,8.4,9.6,7.2,7.1,Y,2024,Campus facilities are excellent
1000001809,Education,NZ Citizen,NZ European,Female,3,N,Y,7.6,10.0,5.9,6.6,7.0,Y,2024,Would benefit from more career guidance
1000000791,Science & Technology,NZ Citizen,NZ European,Female,1,N,N,8.4,8.3,2.9,3.8,6.2,Y,2024,Campus facilities are excellent
1000000792,Science & Technology,NZ Citizen,Other,Male,1,N,N,8.0,5.7,7.2,6.0,6.9,Y,2024,Would benefit from more career guidance
1000005710,Business & Economics,NZ Citizen,NZ European,Female,1,N,N,8.0,7.1,6.5,6.9,7.4,Y,2024,Workload felt unmanageable at times
1000001855,Education,NZ Permanent Resident,Māori,Female,2,N,N,7.3,6.6,9.4,8.9,7.8,Y,2024,Clear pathway to employment in my field
1000001980,Foundation Studies,NZ Citizen,Pacific Peoples,Male,1,Y,N,8.5,4.8,4.7,6.3,6.3,Y,2024,Felt isolated during online delivery
1000003233,Business & Economics,NZ Citizen,Unknown/Not Stated,Male,4,N,Y,7.0,5.7,8.0,7.9,7.4,Y,2024,Great sense of community in my programme
1000003598,Arts & Social Sciences,NZ Citizen,NZ European,Female,4,N,Y,7.3,5.8,3.1,4.5,4.9,Y,2024,Cultural events helped me feel included
1000000933,Arts & Social Sciences,NZ Permanent Resident,MELAA,Female,1,N,Y,4.6,6.4,7.9,5.8,6.0,Y,2024,Timetabling clashes made study difficult
